Date,Open,High,Low,Close,Volume,Change
2023/7/28,35443.49,35565.51,35355.15,35459.29,370563575,176.57
2023/7/31,35465.97,35566.95,35430.22,35559.53,335123934,100.24
2023/8/1,35585.99,35679.13,35526.61,35630.68,261775187,71.15
2023/8/2,35551.92,35551.92,35226.26,35282.52,301995275,-348.16
2023/8/3,35194.56,35348.2,35122.32,35215.89,268072077,-66.63
2023/8/4,35230.13,35506.88,35033.76,35065.62,342241473,-150.27
2023/8/7,35125.6,35497.38,35125.6,35473.13,302030595,407.51
2023/8/8,35345.4,35346.64,35007.41,35314.49,308976686,-158.64
2023/8/9,35324.28,35370.89,35058.73,35123.36,324297057,-191.13
2023/8/10,35231.54,35578.58,35107.6,35176.15,342997873,52.79
2023/8/11,35111.36,35354.6,35059.99,35281.4,282288331,105.25
2023/8/14,35273.89,35335.45,35169.97,35307.63,303983656,26.23
2023/8/15,35219.37,35219.37,34908.5,34946.39,326102063,-361.24
2023/8/16,34914.96,35133.56,34757.37,34765.74,339718475,-180.65
2023/8/17,34829.61,34888.48,34440.73,34474.83,404069962,-290.91
2023/8/18,34368.36,34587.07,34263.19,34500.66,326377736,25.83
2023/8/21,34531.28,34570.96,34248.46,34463.69,412914418,-36.97
2023/8/22,34494.17,34514.04,34256.84,34288.83,281518567,-174.86
2023/8/23,34338.59,34534.72,34321,34472.98,372599355,184.15
2023/8/24,34439.83,34694.68,34093.65,34099.42,353446670,-373.56
2023/8/25,34217.06,34441.91,34029.22,34346.9,261775961,247.48
2023/8/28,34441.64,34652.91,34441.64,34559.98,227412268,213.08
2023/8/29,34531.12,34864.42,34531.12,34852.67,265282385,292.69
2023/8/30,34847.8,35025.57,34811.74,34890.24,239485958,37.57
2023/8/31,34909.09,35070.21,34719.77,34721.91,350420162,-168.33
2023/9/1,34876.24,34979.18,34720.7,34837.71,294132512,115.8
2023/9/5,34843.22,34871.26,34635.63,34641.97,286902618,-195.74
2023/9/6,34611.68,34611.68,34291.56,34443.19,309202233,-198.78
2023/9/7,34351.18,34560.86,34351.18,34500.73,392758749,57.54
2023/9/8,34487.41,34627.85,34473.57,34576.59,296556277,75.86
2023/9/11,34650.01,34784.52,34578.59,34663.72,295925412,87.13
2023/9/12,34620.02,34852.61,34560.55,34645.99,320104990,-17.73
2023/9/13,34667.28,34767.11,34509.95,34575.53,298940099,-70.46
2023/9/14,34687.5,34977.97,34687.5,34907.11,308658319,331.58
2023/9/15,34902.04,34902.04,34572.27,34618.24,594814346,-288.87
2023/9/18,34612.29,34725.06,34545.35,34624.3,259435785,6.06
2023/9/19,34571.84,34597.56,34311.69,34517.73,287860368,-106.57
2023/9/20,34575.5,34776.28,34434.29,34440.88,297957332,-76.85
2023/9/21,34332.23,34378.3,34058.72,34070.42,335370895,-370.46
2023/9/22,34077.08,34156.15,33947.24,33963.84,271637529,-106.58
2023/9/25,33907.59,34017.53,33780.67,34006.88,231585605,43.04
2023/9/26,33862.68,33879.93,33569.6,33618.88,282543663,-388
2023/9/27,33682.81,33731.65,33306.3,33550.27,303368775,-68.61
2023/9/28,33519.44,33777.9,33473.5,33666.34,282471481,116.07
2023/9/29,33882.61,33893.68,33407.45,33507.5,322438923,-158.84
2023/10/2,33455.5,33511.91,33219.56,33433.35,276528561,-74.15
2023/10/3,33318.84,33398.54,32916.2,33002.38,296452054,-430.97
2023/10/4,33034.18,33156.45,32873.23,33129.55,290370529,127.17
2023/10/5,33099.23,33174.38,32941.56,33119.57,278815766,-9.98
2023/10/6,33040.7,33557.69,32846.94,33407.58,337664178,288.01
2023/10/9,33259.84,33631.81,33253.69,33604.65,229976281,197.07
2023/10/10,33683.41,33898.22,33604.32,33739.3,256640995,134.65
2023/10/11,33822.2,33882.55,33612.25,33804.87,258627278,65.57
2023/10/12,33845.65,33863.8,33455.6,33631.14,291116957,-173.73
2023/10/13,33733.34,33957.72,33551.58,33670.29,306745701,39.15
2023/10/16,33832.42,34088.98,33832.42,33984.54,274583150,314.25
2023/10/17,33869.84,34147.63,33854.7,33997.65,281541051,13.11
2023/10/18,33960.25,33991.51,33598.64,33665.08,287296363,-332.57
2023/10/19,33669.52,33852.39,33368.58,33414.17,310342216,-250.91
2023/10/20,33365.27,33425.77,33118.12,33127.28,330372707,-286.89
2023/10/23,32993.02,33234.85,32892.19,32936.41,346195549,-190.87
2023/10/24,33089.64,33272.19,32988.43,33141.38,364289302,204.97
2023/10/25,33203.53,33267.91,32989.72,33035.93,357556588,-105.45
2023/10/26,33017.17,33105.03,32743.99,32784.3,385901783,-251.63
2023/10/27,32782.4,32787.56,32327.2,32417.59,379993519,-366.71
2023/10/30,32537.54,33002.97,32537.54,32928.96,301892306,511.37
2023/10/31,33029.11,33070.28,32787.12,33052.87,310658092,123.91
2023/11/1,33081.87,33337.15,33010.85,33274.58,309656721,221.71
2023/11/2,33457.82,33852.96,33450.03,33839.08,320812366,564.5
2023/11/3,33988.83,34163.63,33946.6,34061.32,311932463,222.24
2023/11/6,34092.61,34167.26,33989.72,34095.86,268792617,34.54
2023/11/7,34075.65,34206.98,34026.72,34152.6,285862242,56.74
2023/11/8,34185.92,34252.75,33996.2,34112.27,282794277,-40.33
2023/11/9,34163.71,34167.54,33859.77,33891.94,333027530,-220.33
2023/11/10,34020.82,34310.36,33905.62,34283.1,305324236,391.16
2023/11/13,34259.25,34405.84,34205.81,34337.87,248845725,54.77
2023/11/14,34581.2,34931.01,34581.2,34827.7,333309169,489.83
2023/11/15,34906.72,35051.1,34868.48,34991.21,352372147,163.51
2023/11/16,34868.03,35022.46,34818.03,34945.47,438158282,-45.74
2023/11/17,34964.82,35028.22,34882.82,34947.28,344495355,1.81
2023/11/20,34932.49,35227.48,34907.98,35151.04,339937833,203.76
2023/11/21,35104.84,35118.04,35038.44,35088.29,272476435,-62.75
2023/11/22,35189.33,35315.2,35155.8,35273.03,240509534,184.74
2023/11/24,35299.9,35399.44,35299.9,35390.15,118712774,117.12
2023/11/27,35376.44,35410.37,35280.57,35333.47,263152590,-56.68
2023/11/28,35332.13,35518.67,35307.73,35416.98,263379115,83.51
2023/11/29,35436.8,35579.13,35405.89,35430.42,301275699,13.44
2023/11/30,35596.57,35970.7,35592.22,35950.89,437639049,520.47
2023/12/1,35914.45,36264.85,35914.45,36245.5,333709302,294.61
2023/12/4,36089.38,36238.18,36029.69,36204.44,333822906,-41.06
2023/12/5,36135.65,36164.68,36010.85,36124.56,313943660,-79.88
2023/12/6,36183.73,36292.58,36024.25,36054.43,287597688,-70.13
2023/12/7,36124.17,36164.17,36021.95,36117.38,291764008,62.95
2023/12/8,36084.82,36296.2,36061.64,36247.87,300264519,130.49
2023/12/11,36254.33,36416.18,36231.19,36404.93,343984305,157.06
2023/12/12,36442.1,36596.11,36373.22,36577.94,296759291,173.01
2023/12/13,36601.8,37094.85,36523.59,37090.24,368302232,512.3
2023/12/14,37115.63,37287.5,37051.52,37248.35,460129073,158.11
2023/12/15,37194.5,37347.6,37092.02,37305.16,797352806,56.81
2023/12/18,37330.14,37393.45,37284.85,37306.02,303903935,0.86
2023/12/19,37311.82,37562.83,37311.82,37557.92,278381494,251.9
2023/12/20,37520.13,37641.3,37073.04,37082,309902887,-475.92
2023/12/21,37225.32,37418.76,37127.05,37404.35,263577864,322.35
2023/12/22,37349.27,37534.52,37268.88,37385.97,261852408,-18.38
2023/12/26,37405.9,37617.99,37371.83,37545.33,215972300,159.36
2023/12/27,37518.62,37683.7,37488.6,37656.52,248497828,111.19
2023/12/28,37661.52,37778.85,37650.98,37710.1,202090074,53.58
2023/12/29,37701.63,37759.43,37538.8,37689.54,245115624,-20.56
2024/1/2,37566.22,37790.08,37495.91,37715.04,354082092,25.5
2024/1/3,37629.23,37629.23,37401.85,37430.19,329505536,-284.85
2024/1/4,37425.28,37716.41,37425.28,37440.34,381611976,10.15
2024/1/5,37455.46,37623.62,37323.82,37466.11,301751251,25.77
2024/1/8,37327.37,37692.92,37249.24,37683.01,365010116,216.9
2024/1/9,37523.55,37552.38,37373.3,37525.16,295428275,-157.85
2024/1/10,37552.91,37740.77,37524.4,37695.73,282055770,170.57
2024/1/11,37747.14,37801.9,37424.28,37711.02,306373820,15.29
2024/1/12,37818.05,37825.27,37470.19,37592.98,287904558,-118.04
2024/1/16,37493.54,37543.18,37201.39,37361.12,381204553,-231.86
2024/1/17,37281.86,37371.66,37132.89,37266.67,292684164,-94.45
2024/1/18,37300.81,37522.29,37122.95,37468.61,345048849,201.94
2024/1/19,37572.5,37933.73,37451.71,37863.8,383624881,395.19
2024/1/22,37919.55,38109.2,37911.61,38001.81,351030380,138.01
2024/1/23,37959.79,37980.73,37804.99,37905.45,342349908,-96.36
2024/1/24,37975.37,38064.22,37795.71,37806.39,346008597,-99.06
2024/1/25,37862.57,38057.53,37796.47,38049.13,412923986,242.74
2024/1/26,38006.68,38215.31,37997.77,38109.43,389478029,60.3
2024/1/29,38115.83,38343.93,38061.17,38333.45,317244505,224.02
2024/1/30,38298.23,38497.39,38257.8,38467.31,337031434,133.86
2024/1/31,38426.78,38588.86,38139.66,38150.3,457403550,-317.01
2024/2/1,38175.34,38522.5,38106.84,38519.84,338731681,369.54
2024/2/2,38448.1,38783.62,38336.57,38654.42,387138485,134.58
2024/2/5,38546.77,38633.88,38220.4,38380.12,325369705,-274.3
2024/2/6,38392.9,38545.28,38350.46,38521.36,280663184,141.24
2024/2/7,38613.89,38748.11,38571.01,38677.36,309422122,156
2024/2/8,38702.11,38755.68,38544.36,38726.33,322106288,48.97
2024/2/9,38731.97,38734.28,38567.9,38671.69,607679719,-54.64
2024/2/12,38656.76,38927.08,38628.92,38797.38,280087843,125.69
2024/2/13,38699.17,38699.17,38039.86,38272.75,325245986,-524.63
2024/2/14,38372.67,38442.56,38194.62,38424.27,283866105,151.52
2024/2/15,38397.94,38781.89,38397.94,38773.12,315861091,348.85
2024/2/16,38751.71,38825.03,38583.24,38627.99,293041391,-145.13
2024/2/20,38576.26,38663.09,38460.2,38563.8,345174690,-64.19
2024/2/21,38483.66,38618.03,38338.58,38612.24,289713432,48.44
2024/2/22,38845.19,39149.61,38802.07,39069.11,333051467,456.87
2024/2/23,39127.97,39282.28,39094.36,39131.53,293177978,62.42
2024/2/26,39144.79,39245.89,39025.8,39069.23,270205751,-62.3
2024/2/27,39087.9,39087.9,38881.9,38972.41,254660441,-96.82
2024/2/28,38938.08,38956.46,38741.68,38949.02,255894167,-23.39
2024/2/29,39013.75,39074.13,38809.28,38996.39,481330562,47.37
2024/3/1,38989.51,39120.36,38850.5,39087.38,309347316,90.99
2024/3/4,38968.77,39087.86,38913.3,38989.83,372654641,-97.55
2024/3/5,38906.98,38906.98,38457.83,38585.19,379728343,-404.64
2024/3/6,38721.15,38858.13,38570.8,38661.05,335450319,75.86
2024/3/7,38784.3,38910.35,38730.13,38791.35,322501315,130.3
2024/3/8,38776.8,38971.15,38705.03,38722.69,325592316,-68.66
2024/3/11,38667.21,38794.76,38483.25,38769.66,285909386,46.97
2024/3/12,38883.32,39071.56,38711.39,39005.49,308253353,235.83
2024/3/13,39054.58,39201.94,38937.92,39043.32,311499050,37.83
2024/3/14,39122.39,39160.25,38704.36,38905.66,347511841,-137.66
2024/3/15,38809.65,38928.13,38618.2,38714.77,727712540,-190.89
2024/3/18,38826.93,38898.41,38760.79,38790.43,313559132,75.66
2024/3/19,38819.61,39122.71,38761.28,39110.76,299971244,320.33
2024/3/20,39072.05,39529.13,38988.65,39512.13,337340117,401.37
2024/3/21,39661.03,39889.05,39589.23,39781.37,393752323,269.24
2024/3/22,39774.06,39824.76,39469.53,39475.9,319853417,-305.47
2024/3/25,39410.54,39430.17,39296.03,39313.64,309817362,-162.26
2024/3/26,39338.32,39439.44,39277.19,39282.33,295092779,-31.31
2024/3/27,39461.98,39769.41,39461.98,39760.08,322613231,477.75
2024/3/28,39763.74,39868.59,39717.25,39807.37,385444942,47.29
2024/4/1,39807.93,39815,39491.22,39566.85,286523175,-240.52
2024/4/2,39256.27,39256.27,39051.7,39170.24,647885569,-396.61
2024/4/3,39139.59,39305.76,39017.13,39127.14,735390256,-43.1
2024/4/4,39343.6,39421.35,38559.42,38596.98,333572955,-530.16
2024/4/5,38664.98,39040.17,38602.18,38904.04,289950069,307.06
2024/4/8,38916.42,39013.2,38857.7,38892.8,267687039,-11.24
2024/4/9,38983.66,38992.89,38572.09,38883.67,308061409,-9.13
2024/4/10,38662.28,38662.28,38304.66,38461.51,311681940,-422.16
2024/4/11,38523.26,38598.98,38197.28,38459.08,334838094,-2.43
2024/4/12,38319.14,38319.14,37877.3,37983.24,420854777,-475.84
2024/4/15,38075.38,38386.81,37657.79,37735.11,355805212,-248.13
2024/4/16,37992.22,37992.22,37713.7,37798.97,320078718,63.86
2024/4/17,37949.67,38036.7,37611.56,37753.31,298883317,-45.66
2024/4/18,37847.21,38083.76,37681.52,37775.38,286638088,22.07
2024/4/19,37801.98,38102.57,37781.61,37986.4,384596321,211.02
2024/4/22,38116.89,38447.16,37985.07,38239.98,334134195,253.58
2024/4/23,38356.07,38561.5,38297.72,38503.69,306022116,263.71
2024/4/24,38552.79,38552.79,38310.55,38460.92,325086001,-42.77
2024/4/25,38052.09,38157.22,37754.38,38085.8,383044197,-375.12
2024/4/26,38114.7,38337.64,38065.05,38239.66,365519276,153.86
2024/4/29,38282.16,38406.2,38215.47,38386.09,302674068,146.43
2024/4/30,38337.4,38337.4,37810.12,37815.92,380856465,-570.17
2024/5/1,37845.56,38349.2,37780.54,37903.29,338567991,87.37
2024/5/2,38075.65,38295.29,37895.66,38225.66,341368689,322.37
2024/5/3,38709.36,38808.52,38518.28,38675.68,388192644,450.02
2024/5/6,38762.43,38886.47,38689.38,38852.27,301003502,176.59
2024/5/7,38858.94,38977.61,38840.4,38884.26,348514066,31.99
2024/5/8,38818.9,39094.74,38814.99,39056.39,281079077,172.13
2024/5/9,39064.27,39413.66,38988.85,39387.76,275302558,331.37
2024/5/10,39466.52,39579.88,39406.26,39512.84,269955561,125.08
2024/5/13,39591.28,39647.39,39403.05,39431.51,323135518,-81.33
2024/5/14,39466.76,39616.41,39371.92,39558.11,301481723,126.6
2024/5/15,39615.1,39935.04,39615.1,39908,361098361,349.89
2024/5/16,39912.34,40051.05,39864.68,39869.38,374470532,-38.62
2024/5/17,39911.72,40010.88,39858.86,40003.59,282057160,134.21
2024/5/20,39989.76,40077.4,39787.09,39806.77,254885314,-196.82
2024/5/21,39804.4,39905.8,39778.73,39872.99,301030594,66.22
2024/5/22,39863.33,39890.91,39559.09,39671.04,246567389,-201.95
2024/5/23,39694.95,39694.95,39025.51,39065.26,323820616,-605.78
2024/5/24,39089.23,39220.31,39020.29,39069.59,245756028,4.33
2024/5/28,39028.99,39028.99,38706.14,38852.86,297570276,-216.73
2024/5/29,38716.28,38716.28,38413.67,38441.54,295059688,-411.32
2024/5/30,38368.35,38368.35,38000.96,38111.48,354497931,-330.06
2024/5/31,38140.26,38719.43,38092.27,38686.32,597450402,574.84
2024/6/3,38709.99,38735.61,38247.22,38571.03,307345090,-115.29
2024/6/4,38518.86,38786.62,38397.82,38711.29,298037684,140.26
2024/6/5,38774.82,38844.32,38548.77,38807.33,293213838,96.04
2024/6/6,38825.4,39004.16,38735.99,38886.17,249728502,78.84
2024/6/7,38861.24,39105.23,38751.85,38798.99,256588391,-87.18
2024/6/10,38784.9,38877.86,38665.45,38868.04,318073619,69.05
2024/6/11,38795.71,38795.71,38446.24,38747.42,374155045,-120.62
2024/6/12,38950.65,39120.26,38621.45,38712.21,453837512,-35.21
